match_id,date,competition,confederation,match_type,season,home_away,team,opponent,gols_marcados,gols_sofridos,shots,shots_on_goal,blocked_shots,ball_possession,fouls,yellow_cards,red_cards,corners,offsides,passes_accurate,saves,ast,has_shot_data,weight,home_advantage,ko_round,went_et,went_penalties
1125875,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Burkina Faso,Ethiopia,3.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125881,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Rwanda,South Africa,2.0,0.0,7.0,4.0,1.0,37.0,13.0,2.0,0.0,2.0,3.0,203.0,2.0,,True,1.0,0,,,
1125881,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,South Africa,Rwanda,0.0,2.0,5.0,2.0,0.0,63.0,13.0,0.0,0.0,6.0,4.0,410.0,2.0,,True,1.0,0,,,
1125879,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Lesotho,Benin,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125879,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Benin,Lesotho,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125893,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Botswana,Guinea,1.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125893,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Guinea,Botswana,0.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125884,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Eswatini,Cape Verde,0.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125884,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Cape Verde,Eswatini,2.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125891,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Somalia,Uganda,0.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125891,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Uganda,Somalia,1.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125894,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Sao Tome and Principe,Namibia,0.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125894,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Namibia,Sao Tome and Principe,2.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125876,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,South Sudan,Mauritania,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125876,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Mauritania,South Sudan,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125882,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Mauritius,Angola,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125882,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Angola,Mauritius,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125899,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Comoros,Ghana,1.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125899,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Ghana,Comoros,0.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125883,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Libya,Cameroon,1.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125883,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Cameroon,Libya,1.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125877,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Togo,Senegal,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125877,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Senegal,Togo,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125886,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Tanzania,Morocco,0.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125886,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Morocco,Tanzania,2.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125887,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Niger,Zambia,2.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125887,2023-11-21 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Zambia,Niger,1.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125922,2024-06-05 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Namibia,Liberia,1.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125922,2024-06-05 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Liberia,Namibia,1.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125900,2024-06-05 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Sierra Leone,Djibouti,2.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125900,2024-06-05 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Djibouti,Sierra Leone,1.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125924,2024-06-05 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Central African Republic,Chad,1.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125924,2024-06-05 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Chad,Central African Republic,0.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125903,2024-06-05 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Togo,South Sudan,1.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125903,2024-06-05 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,South Sudan,Togo,1.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125923,2024-06-05 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Tunisia,Equatorial Guinea,1.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125923,2024-06-05 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Equatorial Guinea,Tunisia,0.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125921,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Malawi,Sao Tome and Principe,3.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125921,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Sao Tome and Principe,Malawi,1.0,3.0,,,,,,,,,,,,,False,1.0,0,,,
1125904,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Mauritania,Sudan,0.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125904,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Sudan,Mauritania,2.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125901,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Guinea-Bissau,Ethiopia,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125901,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Ethiopia,Guinea-Bissau,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125909,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Libya,Mauritius,2.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125909,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Mauritius,Libya,1.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125905,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Senegal,DR Congo,1.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125905,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,DR Congo,Senegal,1.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125902,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Egypt,Burkina Faso,2.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125902,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Burkina Faso,Egypt,1.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125926,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Mali,Ghana,1.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125926,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Ghana,Mali,2.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125907,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Benin,Rwanda,1.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125907,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Rwanda,Benin,0.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125920,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Algeria,Guinea,1.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125920,2024-06-06 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Guinea,Algeria,2.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125916,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Kenya,Burundi,1.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125916,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Burundi,Kenya,1.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125918,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Mozambique,Somalia,2.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125918,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Somalia,Mozambique,1.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125906,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Zimbabwe,Lesotho,0.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125906,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Lesotho,Zimbabwe,2.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125925,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Madagascar,Comoros,2.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125925,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Comoros,Madagascar,1.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125919,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Uganda,Botswana,1.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125919,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Botswana,Uganda,0.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125910,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Angola,Eswatini,1.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125910,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Eswatini,Angola,0.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125908,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Nigeria,South Africa,1.0,1.0,15.0,5.0,4.0,57.0,8.0,1.0,0.0,3.0,0.0,414.0,3.0,,True,1.0,0,,,
1125908,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,South Africa,Nigeria,1.0,1.0,8.0,4.0,1.0,43.0,16.0,3.0,0.0,3.0,11.0,313.0,4.0,,True,1.0,0,,,
1125914,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Morocco,Zambia,2.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125914,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Zambia,Morocco,1.0,2.0,,,,,,,,,,,,,False,1.0,0,,,
1125917,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Ivory Coast,Gabon,1.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125917,2024-06-07 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Gabon,Ivory Coast,0.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125911,2024-06-08 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Cameroon,Cape Verde,4.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125911,2024-06-08 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Cape Verde,Cameroon,1.0,4.0,,,,,,,,,,,,,False,1.0,0,,,
1125915,2024-06-08 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Gambia,Seychelles,5.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125915,2024-06-08 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Seychelles,Gambia,1.0,5.0,,,,,,,,,,,,,False,1.0,0,,,
1125950,2024-06-09 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Sao Tome and Principe,Liberia,0.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125950,2024-06-09 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Liberia,Sao Tome and Principe,1.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125931,2024-06-09 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Mauritania,Senegal,0.0,1.0,,,,,,,,,,,,,False,1.0,0,,,
1125931,2024-06-09 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Senegal,Mauritania,1.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125949,2024-06-09 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,home,Namibia,Tunisia,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
1125949,2024-06-09 00:00:00,CAF WCQ 2026,CAF,WCQ,2023,away,Tunisia,Namibia,0.0,0.0,,,,,,,,,,,,,False,1.0,0,,,
