match_id,date,competition,match_type,home_team,away_team,home_gols,home_imputed,home_advantage,home_has_decay_data,home_saves_decay_imputed,home_rating_titulares_imputed,home_gls_decay,home_gols_sofridos_decay,home_ast_decay,home_shots_on_goal_decay,home_blocked_shots_decay,home_ball_possession_decay,home_fouls_decay,home_corners_decay,home_saves_decay,home_win_rate_decay,home_delta_rating_decay,home_gls_decay_vs_forte,home_gls_decay_vs_fraco,home_shots_decay_vs_forte,home_gls_ponderado_decay,home_elo_diff_decay,home_rating_titulares_decay,home_margem_gols_decay,away_gols,away_imputed,away_has_decay_data,away_saves_decay_imputed,away_rating_titulares_imputed,away_gls_decay,away_gols_sofridos_decay,away_ast_decay,away_shots_on_goal_decay,away_blocked_shots_decay,away_ball_possession_decay,away_fouls_decay,away_corners_decay,away_saves_decay,away_win_rate_decay,away_delta_rating_decay,away_gls_decay_vs_forte,away_gls_decay_vs_fraco,away_shots_decay_vs_forte,away_gls_ponderado_decay,away_elo_diff_decay,away_rating_titulares_decay,away_margem_gols_decay,match_type_wcq,conf_AFC,conf_CAF,conf_CONCACAF,conf_CONMEBOL,conf_OFC,conf_UEFA
854628,2022-06-02,UEFA Nations League 2022/23,WCQ,Slovenia,Sweden,0.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,2.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854578,2022-06-02,UEFA Nations League 2022/23,WCQ,Spain,Portugal,1.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854577,2022-06-02,UEFA Nations League 2022/23,WCQ,Czech Republic,Switzerland,2.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854627,2022-06-02,UEFA Nations League 2022/23,WCQ,Serbia,Norway,0.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854579,2022-06-03,UEFA Nations League 2022/23,WCQ,Croatia,Austria,0.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,3.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854581,2022-06-03,UEFA Nations League 2022/23,WCQ,Belgium,Netherlands,1.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,4.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854580,2022-06-03,UEFA Nations League 2022/23,WCQ,France,Denmark,1.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,2.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854680,2022-06-04,UEFA Nations League 2022/23,WCQ,Turkey,Faroe Islands,4.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,0.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854583,2022-06-04,UEFA Nations League 2022/23,WCQ,Hungary,England,1.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,0.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854630,2022-06-04,UEFA Nations League 2022/23,WCQ,Finland,Bosnia and Herzegovina,1.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854584,2022-06-04,UEFA Nations League 2022/23,WCQ,Italy,Germany,1.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854586,2022-06-05,UEFA Nations League 2022/23,WCQ,Portugal,Switzerland,4.0,True,0,False,False,True,1.0,1.0,1.0,4.588691165378567,3.333439155691436,39.0,14.000000000000002,4.999999999999999,1.0,0.5,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,-55.559999999999945,7.059038800413097,0.12554905306640674,0.0,True,False,False,True,1.0,2.0,1.0,4.588691165378567,3.333439155691436,62.0,12.0,8.0,2.0,0.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,145.56000000000017,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854585,2022-06-05,UEFA Nations League 2022/23,WCQ,Czech Republic,Spain,2.0,True,0,False,False,True,2.0,1.0,1.0,4.588691165378567,3.333439155691436,38.0,9.0,3.0,6.0,1.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,-149.9000000000001,7.059038800413097,0.12554905306640674,2.0,True,False,False,True,1.0,1.0,1.0,4.588691165378567,3.333439155691436,61.0,15.0,4.999999999999999,1.0,0.5,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,64.5,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854634,2022-06-05,UEFA Nations League 2022/23,WCQ,Sweden,Norway,1.0,True,0,False,False,True,2.0,0.0,1.0,4.588691165378567,3.333439155691436,46.0,12.0,4.0,3.0,1.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,188.44000000000005,7.059038800413097,0.12554905306640674,2.0,True,False,False,True,1.0,0.0,1.0,4.588691165378567,3.333439155691436,33.0,8.0,0.0,4.999999999999999,1.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,-157.77999999999997,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854588,2022-06-06,UEFA Nations League 2022/23,WCQ,Croatia,France,1.0,True,0,False,False,True,0.0,3.0,1.0,4.588691165378567,3.333439155691436,61.0,9.999999999999998,7.000000000000001,6.0,0.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,134.88999999999987,7.059038800413097,0.12554905306640674,1.0,True,False,False,True,1.0,2.0,1.0,4.588691165378567,3.333439155691436,60.0,8.0,2.0,3.0,0.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,184.7199999999998,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854587,2022-06-06,UEFA Nations League 2022/23,WCQ,Austria,Denmark,1.0,True,0,False,False,True,3.0,0.0,1.0,4.588691165378567,3.333439155691436,39.0,7.000000000000001,4.0,3.0,1.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,-132.72000000000003,7.059038800413097,0.12554905306640674,2.0,True,False,False,True,2.0,1.0,1.0,4.588691165378567,3.333439155691436,39.99999999999999,8.0,2.0,4.999999999999999,1.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,-176.51999999999998,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854639,2022-06-07,UEFA Nations League 2022/23,WCQ,Bosnia and Herzegovina,Romania,1.0,True,0,False,False,True,1.0,1.0,1.0,4.588691165378567,3.333439155691436,56.00000000000001,13.0,7.000000000000001,1.0,0.5,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,-109.97000000000003,7.059038800413097,0.12554905306640674,0.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854688,2022-06-07,UEFA Nations League 2022/23,WCQ,Lithuania,Turkey,0.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,6.0,True,False,True,True,4.0,0.0,1.0,4.588691165378567,3.333439155691436,77.0,9.0,4.0,2.818115359062226,1.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,438.9200000000001,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854591,2022-06-07,UEFA Nations League 2022/23,WCQ,Germany,England,1.0,True,0,False,False,True,1.0,1.0,1.0,4.588691165378567,3.333439155691436,67.0,17.0,3.0,1.0,0.5,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,21.75,7.059038800413097,0.12554905306640674,1.0,True,False,False,True,0.0,1.0,1.0,4.588691165378567,3.333439155691436,58.0,6.0,6.0,4.0,0.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,271.31999999999994,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854589,2022-06-08,UEFA Nations League 2022/23,WCQ,Belgium,Poland,6.0,True,0,False,False,True,1.0,4.0,1.0,4.588691165378567,3.333439155691436,50.0,6.0,10.0,3.0,0.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,131.23000000000002,7.059038800413097,0.12554905306640674,1.0,True,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
854590,2022-06-08,UEFA Nations League 2022/23,WCQ,Wales,Netherlands,1.0,True,0,False,True,True,1.4199297720694932,1.2702197355888523,1.0,4.588691165378567,3.333439155691436,50.36389472416819,11.325847713975486,4.808136887092635,2.818115359062226,0.5439207635659554,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,39.28595328016182,7.059038800413097,0.12554905306640674,2.0,True,False,False,True,4.0,1.0,1.0,4.588691165378567,3.333439155691436,50.0,14.0,4.0,5.0,1.0,0.0940271707336531,1.1081388648193464,1.9235274084424512,3.7016186787558487,1.408818042539028,-131.41000000000008,7.059038800413097,0.12554905306640674,1,0,0,0,0,0,1
